age,sex,province,education,n
29,Female,British Columbia,High school diploma,2
29,Female,British Columbia,Master's degree,2
29,Female,British Columbia,No high school diploma,1
29,Female,Manitoba,Associate degree,3
29,Female,Manitoba,Bachelor's degree,3
29,Female,Manitoba,High school diploma,2
29,Female,Manitoba,Master's degree,3
29,Female,Manitoba,No high school diploma,1
29,Female,New Brunswick,Associate degree,3
29,Female,New Brunswick,Bachelor's degree,3
29,Female,New Brunswick,High school diploma,5
29,Female,New Brunswick,Master's degree,1
29,Female,Newfoundland and Labrador,Associate degree,3
29,Female,Newfoundland and Labrador,Bachelor's degree,3
29,Female,Newfoundland and Labrador,High school diploma,2
29,Female,Newfoundland and Labrador,Master's degree,3
29,Female,Nova Scotia,Associate degree,2
29,Female,Nova Scotia,High school diploma,1
29,Female,Nova Scotia,Master's degree,1
29,Female,Ontario,Associate degree,15
29,Female,Ontario,Bachelor's degree,16
29,Female,Ontario,High school diploma,6
29,Female,Ontario,Master's degree,6
29,Female,Ontario,No high school diploma,4
29,Female,Prince Edward Island,Bachelor's degree,2
29,Female,Quebec,Associate degree,9
29,Female,Quebec,Bachelor's degree,4
29,Female,Quebec,High school diploma,3
29,Female,Quebec,Master's degree,1
29,Female,Saskatchewan,Associate degree,4
29,Female,Saskatchewan,Bachelor's degree,1
29,Female,Saskatchewan,High school diploma,4
29,Female,Saskatchewan,Master's degree,2
29,Female,Saskatchewan,No high school diploma,2
29,Male,Alberta,Associate degree,3
29,Male,Alberta,Bachelor's degree,2
29,Male,Alberta,High school diploma,2
29,Male,British Columbia,Associate degree,4
29,Male,British Columbia,Bachelor's degree,6
29,Male,British Columbia,High school diploma,3
29,Male,Manitoba,Associate degree,1
29,Male,Manitoba,Bachelor's degree,1
29,Male,Manitoba,High school diploma,3
29,Male,Manitoba,Master's degree,1
29,Male,New Brunswick,Associate degree,5
29,Male,New Brunswick,Bachelor's degree,1
29,Male,New Brunswick,High school diploma,3
29,Male,New Brunswick,Master's degree,1
29,Male,Newfoundland and Labrador,Associate degree,5
29,Male,Newfoundland and Labrador,Bachelor's degree,1
29,Male,Newfoundland and Labrador,Master's degree,1
29,Male,Newfoundland and Labrador,No high school diploma,1
29,Male,Nova Scotia,Associate degree,2
29,Male,Nova Scotia,Bachelor's degree,4
29,Male,Nova Scotia,High school diploma,2
29,Male,Nova Scotia,No high school diploma,1
29,Male,Ontario,Associate degree,11
29,Male,Ontario,Bachelor's degree,15
29,Male,Ontario,High school diploma,6
29,Male,Ontario,Master's degree,7
29,Male,Ontario,No high school diploma,2
29,Male,Prince Edward Island,Associate degree,4
29,Male,Prince Edward Island,Bachelor's degree,1
29,Male,Prince Edward Island,Master's degree,1
29,Male,Quebec,Associate degree,4
29,Male,Quebec,Bachelor's degree,5
29,Male,Quebec,High school diploma,2
29,Male,Quebec,Master's degree,2
29,Male,Quebec,No high school diploma,3
29,Male,Saskatchewan,Associate degree,3
29,Male,Saskatchewan,Bachelor's degree,5
29,Male,Saskatchewan,High school diploma,5
30,Female,Alberta,Associate degree,4
30,Female,Alberta,Bachelor's degree,4
30,Female,Alberta,High school diploma,5
30,Female,Alberta,Master's degree,2
30,Female,Alberta,No high school diploma,2
30,Female,British Columbia,Associate degree,4
30,Female,British Columbia,Bachelor's degree,4
30,Female,British Columbia,Master's degree,4
30,Female,Manitoba,Associate degree,7
30,Female,Manitoba,Bachelor's degree,2
30,Female,Manitoba,High school diploma,1
30,Female,New Brunswick,Associate degree,5
30,Female,New Brunswick,High school diploma,1
30,Female,Newfoundland and Labrador,Associate degree,5
30,Female,Newfoundland and Labrador,Bachelor's degree,4
30,Female,Newfoundland and Labrador,High school diploma,1
30,Female,Newfoundland and Labrador,Master's degree,3
30,Female,Newfoundland and Labrador,No high school diploma,1
30,Female,Nova Scotia,Associate degree,8
30,Female,Nova Scotia,Bachelor's degree,2
30,Female,Nova Scotia,High school diploma,1
30,Female,Nova Scotia,Master's degree,1
30,Female,Ontario,Associate degree,17
30,Female,Ontario,Bachelor's degree,18
30,Female,Ontario,High school diploma,7
30,Female,Ontario,Master's degree,11
30,Female,Prince Edward Island,Associate degree,2
30,Female,Prince Edward Island,Bachelor's degree,1
30,Female,Prince Edward Island,High school diploma,3
30,Female,Prince Edward Island,Master's degree,1
30,Female,Quebec,Associate degree,16
30,Female,Quebec,Bachelor's degree,6
30,Female,Quebec,High school diploma,1
30,Female,Quebec,Master's degree,6
30,Female,Saskatchewan,Associate degree,6
30,Female,Saskatchewan,Bachelor's degree,5
30,Female,Saskatchewan,High school diploma,1
30,Female,Saskatchewan,Master's degree,2
30,Female,Saskatchewan,No high school diploma,1
30,Male,Alberta,Associate degree,8
30,Male,Alberta,Bachelor's degree,3
30,Male,Alberta,High school diploma,5
30,Male,Alberta,Master's degree,1
30,Male,Alberta,No high school diploma,1
30,Male,British Columbia,Associate degree,10
30,Male,British Columbia,Bachelor's degree,12
30,Male,British Columbia,High school diploma,2
30,Male,Manitoba,Associate degree,3
30,Male,Manitoba,Bachelor's degree,1
30,Male,Manitoba,High school diploma,2
30,Male,Manitoba,Master's degree,1
30,Male,New Brunswick,Associate degree,3
30,Male,New Brunswick,Bachelor's degree,1
30,Male,New Brunswick,High school diploma,1
30,Male,Newfoundland and Labrador,Associate degree,4
30,Male,Newfoundland and Labrador,Bachelor's degree,3
30,Male,Nova Scotia,Associate degree,3
30,Male,Nova Scotia,Bachelor's degree,5
30,Male,Nova Scotia,High school diploma,2
30,Male,Ontario,Associate degree,12
30,Male,Ontario,Bachelor's degree,11
30,Male,Ontario,High school diploma,11
30,Male,Ontario,Master's degree,7
30,Male,Prince Edward Island,Associate degree,2
30,Male,Prince Edward Island,Bachelor's degree,2
30,Male,Prince Edward Island,High school diploma,2
30,Male,Quebec,Associate degree,15
30,Male,Quebec,Bachelor's degree,9
30,Male,Quebec,High school diploma,4
30,Male,Quebec,Master's degree,3
30,Male,Quebec,No high school diploma,1
30,Male,Saskatchewan,Associate degree,6
30,Male,Saskatchewan,Bachelor's degree,6
30,Male,Saskatchewan,High school diploma,4
31,Female,Alberta,Associate degree,7
31,Female,Alberta,Bachelor's degree,6
31,Female,Alberta,High school diploma,3
31,Female,Alberta,Master's degree,2
31,Female,Alberta,No high school diploma,1
31,Female,British Columbia,Associate degree,4
31,Female,British Columbia,Bachelor's degree,2
31,Female,British Columbia,High school diploma,4
31,Female,British Columbia,Master's degree,1
31,Female,British Columbia,No high school diploma,1
31,Female,Manitoba,Associate degree,4
31,Female,Manitoba,Bachelor's degree,6
31,Female,Manitoba,High school diploma,6
31,Female,Manitoba,No high school diploma,2
31,Female,New Brunswick,Associate degree,3
31,Female,New Brunswick,Bachelor's degree,3
31,Female,New Brunswick,No high school diploma,1
31,Female,Newfoundland and Labrador,Associate degree,4
31,Female,Newfoundland and Labrador,Bachelor's degree,3
31,Female,Newfoundland and Labrador,Master's degree,4
31,Female,Nova Scotia,Associate degree,2
31,Female,Nova Scotia,Bachelor's degree,2
31,Female,Nova Scotia,High school diploma,1
31,Female,Nova Scotia,Master's degree,1
31,Female,Ontario,Associate degree,15
31,Female,Ontario,Bachelor's degree,13
31,Female,Ontario,High school diploma,7
31,Female,Ontario,Master's degree,7
31,Female,Ontario,No high school diploma,1
31,Female,Prince Edward Island,Associate degree,2
31,Female,Prince Edward Island,Bachelor's degree,1
31,Female,Prince Edward Island,High school diploma,1
31,Female,Prince Edward Island,Master's degree,1
31,Female,Quebec,Associate degree,17
31,Female,Quebec,Bachelor's degree,15
31,Female,Quebec,High school diploma,4
31,Female,Quebec,Master's degree,4
31,Female,Quebec,No high school diploma,3
31,Female,Saskatchewan,Associate degree,2
31,Female,Saskatchewan,Bachelor's degree,2
31,Female,Saskatchewan,High school diploma,2
31,Female,Saskatchewan,Master's degree,1
31,Male,Alberta,Associate degree,8
31,Male,Alberta,Bachelor's degree,4
31,Male,Alberta,High school diploma,4
31,Male,Alberta,Master's degree,2
31,Male,Alberta,No high school diploma,2
31,Male,British Columbia,Associate degree,5
31,Male,British Columbia,Bachelor's degree,3
31,Male,British Columbia,High school diploma,4
31,Male,Manitoba,Associate degree,1
31,Male,Manitoba,Bachelor's degree,3
31,Male,Manitoba,High school diploma,2
31,Male,Manitoba,Master's degree,2
31,Male,Manitoba,No high school diploma,2
31,Male,New Brunswick,Associate degree,2
31,Male,New Brunswick,Bachelor's degree,2
31,Male,New Brunswick,Master's degree,1
31,Male,Newfoundland and Labrador,Associate degree,3
31,Male,Newfoundland and Labrador,Bachelor's degree,1
31,Male,Newfoundland and Labrador,High school diploma,1
31,Male,Newfoundland and Labrador,Master's degree,1
31,Male,Nova Scotia,Associate degree,2
31,Male,Nova Scotia,Bachelor's degree,1
31,Male,Nova Scotia,High school diploma,1
31,Male,Nova Scotia,Master's degree,1
31,Male,Nova Scotia,No high school diploma,1
31,Male,Ontario,Associate degree,12
31,Male,Ontario,Bachelor's degree,12
31,Male,Ontario,High school diploma,6
31,Male,Ontario,Master's degree,7
31,Male,Prince Edward Island,Associate degree,2
31,Male,Prince Edward Island,High school diploma,2
31,Male,Prince Edward Island,No high school diploma,1
31,Male,Quebec,Associate degree,17
31,Male,Quebec,Bachelor's degree,7
31,Male,Quebec,High school diploma,3
31,Male,Quebec,Master's degree,2
31,Male,Quebec,No high school diploma,2
31,Male,Saskatchewan,Associate degree,2
31,Male,Saskatchewan,Bachelor's degree,1
31,Male,Saskatchewan,High school diploma,4
31,Male,Saskatchewan,Master's degree,1
32,Female,Alberta,Associate degree,9
32,Female,Alberta,Bachelor's degree,6
32,Female,Alberta,High school diploma,4
32,Female,Alberta,Master's degree,3
32,Female,British Columbia,Associate degree,8
32,Female,British Columbia,Bachelor's degree,10
32,Female,British Columbia,Master's degree,7
32,Female,Manitoba,Associate degree,4
32,Female,Manitoba,Bachelor's degree,3
32,Female,Manitoba,High school diploma,2
32,Female,Manitoba,Master's degree,3
32,Female,Manitoba,No high school diploma,2
32,Female,New Brunswick,Associate degree,7
32,Female,New Brunswick,Bachelor's degree,4
32,Female,New Brunswick,High school diploma,5
32,Female,New Brunswick,Master's degree,2
32,Female,New Brunswick,No high school diploma,1
32,Female,Newfoundland and Labrador,Associate degree,3
32,Female,Newfoundland and Labrador,Bachelor's degree,4
32,Female,Nova Scotia,Associate degree,5
32,Female,Nova Scotia,Bachelor's degree,4
32,Female,Nova Scotia,High school diploma,1
32,Female,Ontario,Associate degree,19
32,Female,Ontario,Bachelor's degree,10
32,Female,Ontario,High school diploma,6
32,Female,Ontario,Master's degree,10
32,Female,Ontario,No high school diploma,1
32,Female,Prince Edward Island,Associate degree,2
32,Female,Prince Edward Island,Bachelor's degree,2
32,Female,Prince Edward Island,Master's degree,1
32,Female,Quebec,Associate degree,12
32,Female,Quebec,Bachelor's degree,5
32,Female,Quebec,High school diploma,1
32,Female,Quebec,Master's degree,5
32,Female,Quebec,No high school diploma,1
32,Female,Saskatchewan,Associate degree,4
32,Female,Saskatchewan,Bachelor's degree,1
32,Female,Saskatchewan,High school diploma,3
32,Female,Saskatchewan,No high school diploma,1
32,Male,Alberta,Associate degree,4
32,Male,Alberta,Bachelor's degree,1
32,Male,Alberta,High school diploma,3
32,Male,Alberta,Master's degree,2
32,Male,British Columbia,Associate degree,8
32,Male,British Columbia,Bachelor's degree,8
32,Male,British Columbia,High school diploma,4
32,Male,British Columbia,Master's degree,1
32,Male,British Columbia,No high school diploma,1
32,Male,Manitoba,Associate degree,5
32,Male,Manitoba,Bachelor's degree,3
32,Male,Manitoba,High school diploma,2
32,Male,Manitoba,No high school diploma,2
32,Male,New Brunswick,Associate degree,3
32,Male,New Brunswick,Bachelor's degree,1
32,Male,New Brunswick,High school diploma,1
32,Male,New Brunswick,Master's degree,1
32,Male,Newfoundland and Labrador,Associate degree,3
32,Male,Newfoundland and Labrador,Bachelor's degree,2
32,Male,Newfoundland and Labrador,Master's degree,1
32,Male,Nova Scotia,Associate degree,3
32,Male,Nova Scotia,Bachelor's degree,3
32,Male,Nova Scotia,High school diploma,3
32,Male,Nova Scotia,No high school diploma,1
32,Male,Ontario,Associate degree,16
32,Male,Ontario,Bachelor's degree,12
32,Male,Ontario,High school diploma,5
32,Male,Ontario,Master's degree,5
32,Male,Ontario,No high school diploma,2
32,Male,Prince Edward Island,Associate degree,1
32,Male,Quebec,Associate degree,7
32,Male,Quebec,Bachelor's degree,6
32,Male,Quebec,High school diploma,2
32,Male,Quebec,Master's degree,5
32,Male,Quebec,No high school diploma,1
32,Male,Saskatchewan,Associate degree,6
32,Male,Saskatchewan,Bachelor's degree,2
32,Male,Saskatchewan,High school diploma,3
33,Female,Alberta,Associate degree,9
33,Female,Alberta,Bachelor's degree,1
33,Female,Alberta,High school diploma,4
33,Female,Alberta,Master's degree,2
33,Female,Alberta,No high school diploma,1
33,Female,British Columbia,Associate degree,10
33,Female,British Columbia,Bachelor's degree,3
33,Female,British Columbia,High school diploma,7
33,Female,British Columbia,Master's degree,5
33,Female,Manitoba,Associate degree,4
33,Female,Manitoba,Bachelor's degree,3
33,Female,New Brunswick,Associate degree,1
33,Female,New Brunswick,Bachelor's degree,2
33,Female,New Brunswick,High school diploma,1
33,Female,New Brunswick,Master's degree,1
33,Female,Newfoundland and Labrador,Associate degree,1
33,Female,Newfoundland and Labrador,Bachelor's degree,1
33,Female,Newfoundland and Labrador,High school diploma,1
33,Female,Newfoundland and Labrador,Master's degree,1
33,Female,Nova Scotia,Associate degree,1
33,Female,Nova Scotia,Bachelor's degree,4
33,Female,Nova Scotia,High school diploma,5
33,Female,Nova Scotia,Master's degree,1
33,Female,Ontario,Associate degree,10
33,Female,Ontario,Bachelor's degree,13
33,Female,Ontario,High school diploma,6
33,Female,Ontario,Master's degree,8
33,Female,Ontario,No high school diploma,2
33,Female,Prince Edward Island,Associate degree,1
33,Female,Prince Edward Island,Bachelor's degree,3
33,Female,Prince Edward Island,High school diploma,2
33,Female,Prince Edward Island,No high school diploma,1
33,Female,Quebec,Associate degree,12
33,Female,Quebec,Bachelor's degree,10
33,Female,Quebec,High school diploma,3
33,Female,Quebec,Master's degree,2
33,Female,Quebec,No high school diploma,3
33,Female,Saskatchewan,Associate degree,4
33,Female,Saskatchewan,Bachelor's degree,4
33,Female,Saskatchewan,High school diploma,2
33,Male,Alberta,Associate degree,6
33,Male,Alberta,Bachelor's degree,3
33,Male,Alberta,High school diploma,7
33,Male,Alberta,No high school diploma,1
33,Male,British Columbia,Associate degree,10
33,Male,British Columbia,Bachelor's degree,7
33,Male,British Columbia,High school diploma,1
33,Male,British Columbia,Master's degree,1
33,Male,Manitoba,Associate degree,3
33,Male,Manitoba,Bachelor's degree,3
33,Male,Manitoba,High school diploma,1
33,Male,New Brunswick,Associate degree,4
33,Male,New Brunswick,High school diploma,1
33,Male,New Brunswick,Master's degree,2
33,Male,New Brunswick,No high school diploma,1
33,Male,Newfoundland and Labrador,Associate degree,3
33,Male,Newfoundland and Labrador,Bachelor's degree,1
33,Male,Newfoundland and Labrador,High school diploma,1
33,Male,Newfoundland and Labrador,Master's degree,1
33,Male,Nova Scotia,Associate degree,2
33,Male,Nova Scotia,Bachelor's degree,2
33,Male,Ontario,Associate degree,12
33,Male,Ontario,Bachelor's degree,9
33,Male,Ontario,High school diploma,11
