age,sex,province,education
31,Female,Ontario,Associate degree
35,Male,Manitoba,High school diploma
50,Male,Nova Scotia,Associate degree
71,Male,Newfoundland and Labrador,Associate degree
66,Female,New Brunswick,Associate degree
48,Female,British Columbia,High school diploma
31,Male,Newfoundland and Labrador,Associate degree
53,Female,Quebec,Associate degree
70,Female,Nova Scotia,Master's degree
48,Male,Quebec,High school diploma
63,Male,British Columbia,Master's degree
54,Female,Ontario,Associate degree
37,Female,Nova Scotia,Associate degree
33,Female,Quebec,Bachelor's degree
41,Male,Quebec,Bachelor's degree
38,Female,Quebec,Bachelor's degree
44,Male,Newfoundland and Labrador,No high school diploma
18,Female,Alberta,No high school diploma
41,Female,Quebec,Master's degree
47,Female,Quebec,Bachelor's degree
69,Male,Manitoba,High school diploma
53,Male,Manitoba,High school diploma
16,Male,Ontario,No high school diploma
68,Male,Newfoundland and Labrador,No high school diploma
75,Male,Ontario,No high school diploma
30,Male,Ontario,Bachelor's degree
36,Female,British Columbia,Master's degree
80,Female,Ontario,No high school diploma
80,Female,Quebec,No high school diploma
73,Female,Ontario,Associate degree
26,Male,Ontario,Bachelor's degree
43,Female,New Brunswick,Bachelor's degree
57,Female,Ontario,High school diploma
68,Male,New Brunswick,Bachelor's degree
35,Female,Alberta,Associate degree
61,Female,Quebec,Associate degree
66,Female,Quebec,Associate degree
51,Female,Quebec,No high school diploma
62,Female,Quebec,Associate degree
47,Male,Ontario,High school diploma
57,Female,Ontario,Bachelor's degree
54,Male,Prince Edward Island,High school diploma
44,Female,Ontario,Associate degree
62,Male,British Columbia,Bachelor's degree
80,Female,Ontario,Associate degree
53,Female,New Brunswick,Associate degree
65,Male,Quebec,No high school diploma
16,Female,Ontario,No high school diploma
47,Female,British Columbia,Bachelor's degree
41,Male,Ontario,Associate degree
70,Male,Ontario,Associate degree
19,Male,Ontario,High school diploma
65,Male,Alberta,Bachelor's degree
37,Female,New Brunswick,Associate degree
64,Female,Prince Edward Island,High school diploma
80,Female,Newfoundland and Labrador,Bachelor's degree
49,Female,Quebec,Bachelor's degree
70,Female,Ontario,High school diploma
62,Female,Manitoba,High school diploma
67,Female,Prince Edward Island,Bachelor's degree
20,Female,Nova Scotia,High school diploma
46,Female,Quebec,Associate degree
44,Male,Ontario,Bachelor's degree
72,Female,Ontario,Associate degree
52,Female,British Columbia,Associate degree
22,Female,New Brunswick,Associate degree
80,Female,Prince Edward Island,Associate degree
35,Male,Ontario,Master's degree
16,Male,Alberta,No high school diploma
65,Male,Prince Edward Island,Associate degree
80,Male,Ontario,No high school diploma
26,Female,Alberta,Bachelor's degree
61,Female,British Columbia,Master's degree
54,Male,Prince Edward Island,High school diploma
34,Female,Saskatchewan,Bachelor's degree
63,Male,British Columbia,Associate degree
43,Female,Quebec,Associate degree
63,Female,New Brunswick,Associate degree
65,Male,Newfoundland and Labrador,High school diploma
48,Male,Quebec,Associate degree
54,Male,Alberta,High school diploma
32,Female,British Columbia,Master's degree
45,Male,Saskatchewan,High school diploma
32,Female,New Brunswick,High school diploma
76,Female,Ontario,Associate degree
52,Male,Alberta,Associate degree
40,Male,Quebec,Associate degree
52,Female,Ontario,Bachelor's degree
47,Female,Newfoundland and Labrador,Bachelor's degree
23,Female,New Brunswick,Associate degree
63,Female,Nova Scotia,High school diploma
53,Male,Quebec,High school diploma
61,Female,Saskatchewan,Bachelor's degree
24,Male,Quebec,Bachelor's degree
54,Female,Ontario,No high school diploma
56,Male,Ontario,High school diploma
74,Male,New Brunswick,No high school diploma
63,Female,Ontario,Bachelor's degree
71,Female,Ontario,Bachelor's degree
60,Male,New Brunswick,Associate degree
69,Female,Ontario,Associate degree
63,Male,Manitoba,High school diploma
65,Female,Alberta,Bachelor's degree
53,Female,Newfoundland and Labrador,Associate degree
57,Female,Manitoba,Bachelor's degree
26,Male,Manitoba,Associate degree
65,Female,British Columbia,Master's degree
19,Female,Ontario,High school diploma
19,Female,Quebec,No high school diploma
38,Male,Ontario,High school diploma
30,Male,Ontario,High school diploma
18,Female,Alberta,High school diploma
67,Female,Prince Edward Island,Associate degree
68,Male,New Brunswick,No high school diploma
48,Male,Ontario,Bachelor's degree
69,Male,New Brunswick,No high school diploma
63,Male,Ontario,Bachelor's degree
27,Male,Alberta,Associate degree
34,Male,Ontario,Associate degree
54,Male,Newfoundland and Labrador,Associate degree
35,Male,Ontario,Associate degree
27,Female,Newfoundland and Labrador,High school diploma
44,Female,Ontario,Bachelor's degree
80,Male,Manitoba,No high school diploma
64,Female,Quebec,Associate degree
73,Female,Alberta,High school diploma
23,Female,Quebec,Associate degree
30,Male,Saskatchewan,Associate degree
47,Female,Ontario,Associate degree
42,Male,Quebec,Bachelor's degree
74,Female,New Brunswick,Associate degree
43,Female,Saskatchewan,Associate degree
63,Male,British Columbia,Master's degree
53,Female,Ontario,Bachelor's degree
44,Male,British Columbia,Master's degree
56,Male,Ontario,No high school diploma
70,Female,New Brunswick,Bachelor's degree
32,Male,Ontario,No high school diploma
29,Female,Newfoundland and Labrador,Associate degree
74,Female,New Brunswick,No high school diploma
41,Male,Manitoba,High school diploma
51,Female,Manitoba,Bachelor's degree
44,Female,Quebec,Bachelor's degree
64,Male,Newfoundland and Labrador,Associate degree
64,Female,Nova Scotia,Associate degree
53,Male,Quebec,Bachelor's degree
61,Male,Ontario,Bachelor's degree
53,Female,Nova Scotia,High school diploma
55,Female,Prince Edward Island,Bachelor's degree
39,Female,Ontario,Master's degree
66,Male,British Columbia,No high school diploma
45,Female,Ontario,Associate degree
33,Female,Ontario,High school diploma
77,Female,Manitoba,Associate degree
25,Male,Newfoundland and Labrador,Bachelor's degree
33,Male,Ontario,Associate degree
77,Female,Saskatchewan,No high school diploma
21,Female,Quebec,Associate degree
19,Female,Quebec,High school diploma
40,Female,Manitoba,High school diploma
33,Female,Newfoundland and Labrador,Master's degree
22,Male,Quebec,No high school diploma
41,Female,Alberta,High school diploma
65,Male,Manitoba,High school diploma
17,Male,Quebec,High school diploma
63,Female,Ontario,Associate degree
32,Male,Ontario,High school diploma
57,Male,Newfoundland and Labrador,High school diploma
38,Female,Prince Edward Island,Associate degree
72,Female,Newfoundland and Labrador,High school diploma
66,Female,British Columbia,Master's degree
34,Female,Quebec,Master's degree
39,Female,Ontario,Master's degree
24,Female,Ontario,Associate degree
49,Female,Prince Edward Island,Bachelor's degree
73,Female,Ontario,Master's degree
66,Male,Quebec,No high school diploma
29,Female,New Brunswick,Associate degree
41,Female,New Brunswick,Bachelor's degree
19,Female,Newfoundland and Labrador,No high school diploma
80,Female,Ontario,Associate degree
76,Female,Saskatchewan,High school diploma
64,Male,British Columbia,No high school diploma
79,Female,Manitoba,No high school diploma
80,Male,Manitoba,High school diploma
44,Female,Newfoundland and Labrador,High school diploma
57,Male,Ontario,Associate degree
68,Female,Quebec,High school diploma
35,Male,Alberta,Bachelor's degree
29,Female,British Columbia,Bachelor's degree
80,Male,Ontario,Master's degree
80,Female,Quebec,No high school diploma
63,Male,New Brunswick,No high school diploma
35,Male,Alberta,High school diploma
72,Male,New Brunswick,Associate degree
74,Female,British Columbia,Associate degree
50,Female,Ontario,No high school diploma
61,Male,Prince Edward Island,Bachelor's degree
50,Female,Alberta,High school diploma
43,Female,Quebec,Bachelor's degree
39,Female,Alberta,Associate degree
44,Female,Nova Scotia,High school diploma
69,Male,British Columbia,Associate degree
31,Female,Ontario,Master's degree
46,Female,British Columbia,Associate degree
65,Male,Newfoundland and Labrador,High school diploma
49,Male,Ontario,Bachelor's degree
80,Male,Nova Scotia,No high school diploma
64,Male,Alberta,Associate degree
52,Female,Quebec,Associate degree
55,Male,Alberta,Master's degree
31,Male,Ontario,Associate degree
32,Male,British Columbia,Associate degree
55,Male,Quebec,No high school diploma
33,Female,Quebec,Associate degree
47,Female,Saskatchewan,Bachelor's degree
71,Male,Quebec,High school diploma
61,Male,Quebec,Associate degree
56,Female,Ontario,High school diploma
55,Female,Newfoundland and Labrador,Associate degree
21,Female,Ontario,High school diploma
72,Male,Newfoundland and Labrador,Associate degree
27,Female,Ontario,Bachelor's degree
59,Female,Saskatchewan,Associate degree
25,Male,Manitoba,Associate degree
68,Female,Ontario,High school diploma
16,Female,Ontario,No high school diploma
36,Male,Quebec,Associate degree
47,Female,Ontario,Master's degree
68,Female,Quebec,High school diploma
47,Male,Quebec,High school diploma
27,Male,Saskatchewan,Associate degree
19,Female,Ontario,High school diploma
35,Female,British Columbia,Bachelor's degree
67,Male,Ontario,Associate degree
36,Female,Ontario,Bachelor's degree
29,Female,Ontario,Associate degree
68,Female,British Columbia,Bachelor's degree
46,Male,Quebec,Associate degree
62,Male,Alberta,High school diploma
68,Female,Manitoba,High school diploma
76,Male,Newfoundland and Labrador,Master's degree
30,Female,British Columbia,Associate degree
30,Female,Ontario,High school diploma
53,Female,Saskatchewan,Associate degree
29,Male,Ontario,Bachelor's degree
76,Female,Quebec,No high school diploma
24,Female,New Brunswick,Associate degree
24,Male,Quebec,Associate degree
67,Female,Nova Scotia,No high school diploma
42,Female,Quebec,Associate degree
27,Female,New Brunswick,Associate degree
64,Female,Prince Edward Island,Associate degree
43,Male,British Columbia,Master's degree
60,Female,Ontario,Associate degree
63,Female,Quebec,Bachelor's degree
25,Female,Ontario,Bachelor's degree
63,Male,Ontario,Bachelor's degree
54,Female,Ontario,High school diploma
68,Male,Newfoundland and Labrador,Associate degree
63,Female,Saskatchewan,Associate degree
57,Female,Quebec,High school diploma
58,Male,Quebec,Associate degree
44,Female,Ontario,Associate degree
52,Female,British Columbia,Bachelor's degree
37,Female,Nova Scotia,Associate degree
70,Female,Nova Scotia,No high school diploma
55,Female,Quebec,High school diploma
47,Male,Ontario,Associate degree
71,Female,Ontario,High school diploma
42,Female,British Columbia,Bachelor's degree
76,Female,Ontario,High school diploma
60,Female,Ontario,Associate degree
65,Male,Nova Scotia,High school diploma
33,Female,British Columbia,High school diploma
22,Male,British Columbia,Associate degree
41,Male,Alberta,High school diploma
25,Male,Nova Scotia,High school diploma
56,Male,British Columbia,Associate degree
30,Male,Nova Scotia,Associate degree
31,Female,Manitoba,No high school diploma
42,Female,Alberta,Associate degree
39,Male,Ontario,Bachelor's degree
51,Male,Ontario,Bachelor's degree
47,Female,Saskatchewan,High school diploma
43,Female,Quebec,Associate degree
56,Female,New Brunswick,Associate degree
55,Male,Quebec,High school diploma
18,Female,British Columbia,High school diploma
57,Male,Ontario,Associate degree
71,Female,Quebec,Associate degree
47,Male,Quebec,High school diploma
55,Male,British Columbia,Associate degree
52,Female,Quebec,Associate degree
24,Female,Ontario,Associate degree
63,Female,Ontario,High school diploma
57,Female,Ontario,Associate degree
75,Female,Quebec,Bachelor's degree
16,Female,Alberta,No high school diploma
29,Female,Saskatchewan,Master's degree
19,Female,New Brunswick,Associate degree
69,Male,Quebec,Bachelor's degree
58,Male,Ontario,Associate degree
56,Male,New Brunswick,High school diploma
71,Female,Ontario,No high school diploma
44,Male,Alberta,Bachelor's degree
30,Female,Ontario,Associate degree
37,Female,Quebec,Bachelor's degree
39,Female,Saskatchewan,Bachelor's degree
53,Male,British Columbia,Associate degree
80,Male,British Columbia,Associate degree
64,Female,Newfoundland and Labrador,High school diploma
60,Female,Ontario,Associate degree
28,Female,British Columbia,High school diploma
66,Male,Quebec,No high school diploma
31,Male,New Brunswick,Bachelor's degree
42,Female,Ontario,Associate degree
34,Male,Quebec,Bachelor's degree
48,Female,Alberta,Associate degree
65,Male,New Brunswick,Bachelor's degree
44,Female,Ontario,Associate degree
43,Male,New Brunswick,Associate degree
44,Female,Saskatchewan,Associate degree
42,Female,Prince Edward Island,Associate degree
53,Female,British Columbia,Associate degree
66,Male,British Columbia,High school diploma
58,Female,Quebec,Associate degree
80,Male,Nova Scotia,Master's degree
69,Male,Quebec,Associate degree
20,Male,Alberta,High school diploma
56,Male,New Brunswick,No high school diploma
43,Male,Ontario,Associate degree
55,Female,British Columbia,Bachelor's degree
20,Male,Quebec,Associate degree
60,Female,Nova Scotia,No high school diploma
64,Female,Quebec,No high school diploma
40,Male,Newfoundland and Labrador,Associate degree
56,Female,Ontario,Bachelor's degree
73,Male,Alberta,No high school diploma
63,Female,New Brunswick,High school diploma
73,Female,British Columbia,Associate degree
58,Male,Ontario,High school diploma
75,Female,Ontario,High school diploma
80,Female,Saskatchewan,Associate degree
62,Female,Saskatchewan,No high school diploma
42,Female,Alberta,Bachelor's degree
58,Female,Saskatchewan,Associate degree
68,Female,Ontario,Master's degree
55,Female,Alberta,Associate degree
23,Male,Saskatchewan,High school diploma
35,Female,Ontario,Associate degree
24,Female,British Columbia,No high school diploma
34,Female,Ontario,Master's degree
80,Female,Ontario,High school diploma
30,Female,Saskatchewan,No high school diploma
26,Male,Quebec,No high school diploma
57,Male,Alberta,Bachelor's degree
53,Female,Newfoundland and Labrador,High school diploma
34,Female,Ontario,High school diploma
68,Male,Quebec,High school diploma
73,Female,Prince Edward Island,High school diploma
32,Female,Alberta,Bachelor's degree
